0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Prijs,€ 299.000,Adres,"Fruithoflaan 76 / 1, 2600 Berchem",Type,Gelijkvloers app. (Appartement),Woonopp.,120 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,1962,EPC,366 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.232,https://www.zimmo.be/nl/berchem-2600/te-koop/appartement/KI46B,Days: 310,,,,,,,,,,,,
Prijs,€ 515.000,Adres,"Planetariumlaan 65, 2610 Wilrijk",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Bouwjaar,2019,EPC,32 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.175,https://www.zimmo.be/nl/wilrijk-2610/te-koop/appartement/KI44Y,Days: 186,,,,,,,,,,,,
Prijs,€ 279.000,Adres,"De Roest d'Alkemadelaan 2 / 402, 2600 Berchem",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,104 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.075,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/berchem-2600/te-koop/appartement/KI41C,Days: 110,,,,,,,,,,
Prijs,€ 140.000,Adres,"Ellermanstraat 61 / 6V, 2060 Antwerpen",Type,Studio met slaaphoek (Appartement),Woonopp.,31 m²,Slaapkamers,op aanvraag »,Badkamers,1,Bouwjaar,2014,EPC,97 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI44N,Days: 207,,,,,,,,,,,,,,
Prijs,€ 365.000,Adres,"Britselei 94 / 42, 2000 Antwerpen",Type,Appartement,Woonopp.,95 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,159 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.155,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI41E,Days: 244,,,,,,,,
Prijs,€ 320.000,Adres,"Cellebroedersstraat 6 / 12.01, 2000 Antwerpen",Type,Appartement,Woonopp.,83 m²,Slaapkamers,1,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,45 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI3ZV,Days: 213,,,,,,,,,,
Prijs,€ 1.890.000,Adres,"Ahornenlaan 8, 2610 Wilrijk",Type,Villa (Huis),Woonopp.,533 m²,Grondopp.,1.024 m²,Slaapkamers,4,Badkamers,3,Garages,2,Bebouwing,open,Bouwjaar,op aanvraag »,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/wilrijk-2610/te-koop/huis/KI3ZX,Days: 236,,,,,,
Prijs,€ 345.000,Adres,"Runcvoort 23, 2170 Merksem",Type,Woning (Huis),Woonopp.,144 m²,Grondopp.,205 m²,Slaapkamers,2,Badkamers,2,Bebouwing,gesloten,Bouwjaar,1965,EPC,169 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/merksem-2170/te-koop/huis/KI3ZP,Days: 262,,,,,,,,
Prijs,€ 345.000,Adres,"Cellebroedersstraat 6 / 11.07, 2000 Antwerpen",Type,Appartement,Woonopp.,74 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,45 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.073,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI3ZW,Days: 431,,,,,,,,,,,,
Prijs,€ 325.000,Adres,"Cellebroedersstraat 6 / 13.01, 2000 Antwerpen",Type,Appartement,Woonopp.,83 m²,Slaapkamers,1,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,47 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.103,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI3ZU,Days: 176,,,,,,,,
Prijs,€ 339.000,Adres,"Jan Van Rijswijcklaan 275, 2020 Antwerpen",Type,Appartement,Woonopp.,130 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,1958,EPC,115 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.041,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2020/te-koop/appartement/KI3ZK,Days: 136,,,,,,,,,,
Prijs,€ 459.000,Adres,"Weversfabriekstraat 38, 2140 Borgerhout",Type,Bel-étage (Huis),Woonopp.,253 m²,Grondopp.,"278,74 m²",Slaapkamers,4,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1960,EPC,296 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/huis/KI3X5,Days: 409,,,,,,,,,,
Prijs,€ 960.000,Adres,"Straat niet gekend,",2000 Antwerpen,Type,Appartement,Woonopp.,205 m²,Slaapkamers,3,Badkamers,2,Garages,1,Bouwjaar,op aanvraag »,EPC,214 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.809,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI3U7,Days: 133,,,,,,,
Prijs,€ 215.000,Adres,"Boekstraat 48, 2610 Wilrijk",Type,Appartement,Woonopp.,59 m²,Slaapkamers,1,Bouwjaar,op aanvraag »,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/wilrijk-2610/te-koop/appartement/KI3QP,Days: 166,,,,,,,,,,,,,,,,
Prijs,€ 364.000,Adres,"Boomgaardstraat 150, 2600 Berchem",Type,Project,Woonopp.,vanaf 83 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2022,EPC,Bekijk info,https://www.zimmo.be/nl/berchem-2600/te-koop/nieuwbouwproject/10045NX,Days: 1433,,,,,,,,,,,,,,,,
Prijs,€ 249.000,Adres,"Boekstraat 48, 2610 Wilrijk",Type,Appartement,Woonopp.,63 m²,Slaapkamers,1,Bouwjaar,op aanvraag »,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/wilrijk-2610/te-koop/appartement/KI3QQ,Days: 59,,,,,,,,,,,,,,,,
Prijs,€ 795.000,Adres,"Meir 7 / 2.7, 2000 Antwerpen",Type,Appartement,Woonopp.,180 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2004,EPC,84 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.925,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI3MW,Days: 117,,,,,,,,,,
Prijs,€ 280.900,Adres,"Gijselsstraat 166, 2140 Borgerhout",Type,Woning (Huis),Woonopp.,op aanvraag »,Grondopp.,154 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bebouwing,gesloten,Bouwjaar,2021,EPC,98 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/huis/KI3MH,Days: 587,,,,,,,,
Prijs,€ 215.000,Adres,"Gravinstraat 35 / 101, 2140 Borgerhout",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,63 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KI3ME,Days: 339,,,,,,,,,,,,,,
Prijs,€ 280.900,Adres,"Gijselsstraat 168, 2140 Borgerhout",Type,Woning (Huis),Woonopp.,op aanvraag »,Grondopp.,152 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bebouwing,halfopen,Bouwjaar,2021,EPC,108 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/huis/KI3MF,Days: 213,,,,,,,,
Prijs,€ 239.000,Adres,"Confortalei 122, 2100 Deurne",Type,Eengezinswoning (Huis),Woonopp.,118 m²,Grondopp.,105 m²,Slaapkamers,3,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1948,EPC,458 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 493,https://www.zimmo.be/nl/deurne-2100/te-koop/huis/KI3LL,Days: 482,,,,,,,,
Prijs,€ 215.000,Adres,"August Vermeylenlaan 5 / 23, 2050 Antwerpen",Type,Appartement,Woonopp.,79 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1973,EPC,147 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 964,https://www.zimmo.be/nl/antwerpen-2050/te-koop/appartement/KI3KB,Days: 91,,,,,,,,,,,,
Prijs,€ 209.000,Adres,"August Van de Wielelei 267, 2100 Deurne",Type,Gelijkvloers app. (Appartement),Woonopp.,90 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1965,EPC,331 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 779,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KI3LX,Days: 391,,,,,,,,,,,,
Prijs,€ 299.000,Adres,"Smaragdstraat 12, 2600 Berchem",Type,Woning (Huis),Woonopp.,op aanvraag »,Grondopp.,180 m²,Slaapkamers,3,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1930,EPC,302 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 532,https://www.zimmo.be/nl/berchem-2600/te-koop/huis/KI3JO,Days: 515,,,,,,,,
Prijs,€ 795.000,Adres,"Jeruzalemstraat 10 / 4, 2000 Antwerpen",Type,Loft (Appartement),Woonopp.,135 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1880,EPC,476 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 1.418,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI3IJ,Days: 139,,,,,,,,,,
Prijs,€ 189.000,Adres,"De Bosschaertstraat 66, 2020 Antwerpen",Type,Appartement,Woonopp.,60 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,358 kWh/m²,Renovatieplicht,Van toepassing,https://www.zimmo.be/nl/antwerpen-2020/te-koop/appartement/KI3FS,Days: 231,,,,,,,,,,,,,,
Prijs,€ 259.000,Adres,"Plantin en Moretuslei 222 / 205, 2018 Antwerpen",Type,Appartement,Woonopp.,50 m²,Slaapkamers,1,Bouwjaar,2022,EPC,66 kWh/m²,Renovatieplicht,Niet van toepassing,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2018/te-koop/appartement/KI3FR,Days: 62,,,,,,,,,,,,,,
Prijs,€ 125.000,Adres,"Turnhoutsebaan 115 / 201, 2140 Borgerhout",Type,Appartement,Woonopp.,102 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,1971,EPC,221 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 961,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KI3C3,Days: 232,,,,,,
Prijs,€ 1.200.000,Adres,"Taxandriastraat 31-35, 2170 Merksem",Type,Magazijn met woonst (Bedrijfsvastgoed),Woonopp.,261 m²,Grondopp.,1.032 m²,Handelsopp.,op aanvraag »,Badkamers,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,163 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 5.678,Vrij op,overeen te komen,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/merksem-2170/te-koop/bedrijfsvastgoed/KI3FD,Days: 51,,,,
Prijs,€ 319.000,Adres,"Delacenseriestraat 14 / 201, 2018 Antwerpen",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2015,EPC,101 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.053,https://www.zimmo.be/nl/antwerpen-2018/te-koop/appartement/KI3BZ,Days: 341,,,,,,,,,,,,
Prijs,€ 212.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,2017,EPC,77 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 921,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39S,Days: 160,,,,
Prijs,€ 252.000,Adres,"Gravinstraat 35 / 001, 2140 Borgerhout",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,91 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KI3BR,Days: 296,,,,,,,,,,,,,,
Prijs,€ 197.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Bouwjaar,2017,EPC,71 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 900,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39J,Days: 121,,,,,,
Prijs,€ 210.000,Adres,"Bredastraat 85, 2060 Antwerpen",Type,Duplex (Appartement),Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,2017,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39R,Days: 110,,,,,,,,,,,,
Prijs,€ 214.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,2017,EPC,71 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 774,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39O,Days: 61,,,,
Prijs,€ 117.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,2017,EPC,77 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 688,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39D,Days: 212,,,,,,
Prijs,€ 212.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,2017,EPC,71 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 928,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39N,Days: 64,,,,
Prijs,€ 117.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,2017,EPC,97 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 745,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39E,Days: 111,,,,,,
Prijs,€ 17.500,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Staanplaats (Garage),Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2017,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,Video,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/garage/KI39P,Days: 33,,,,,,,,,,,,
Prijs,€ 212.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,75 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39M,Days: 59,,,,,,
Prijs,€ 17.500,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Staanplaats (Garage),Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2017,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,Video,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/garage/KI39Q,Days: 19,,,,,,,,,,,,
Prijs,€ 117.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,2017,EPC,92 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 678,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39H,Days: 74,,,,,,
Prijs,€ 195.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Bouwjaar,2017,EPC,75 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39I,Days: 44,,,,,,,,
Prijs,€ 17.500,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Staanplaats (Garage),Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2017,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,Video,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/garage/KI39G,Days: 16,,,,,,,,,,,,
Prijs,€ 17.500,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Staanplaats (Garage),Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2017,EPC,In aanvraag,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/antwerpen-2060/te-koop/garage/KI39L,Days: 19,,,,,,,,,,,,,,
Prijs,€ 177.000,Adres,"Stenenbrug 117, 2140 Borgerhout",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Bouwjaar,1958,EPC,151 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KI34Y,Days: 233,,,,,,,,,,,,,,,,
Prijs,€ 195.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Bouwjaar,2017,EPC,71 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 842,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39K,Days: 56,,,,,,
Prijs,€ 150.000,Adres,"Lakborslei 65-67, 2100 Deurne",Type,Handelspand (Bedrijfsvastgoed),Woonopp.,op aanvraag »,Grondopp.,460 m²,Handelsopp.,op aanvraag »,Badkamers,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,520 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 2.466,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/deurne-2100/te-koop/bedrijfsvastgoed/KI36M,Days: 135,,,,
Prijs,€ 199.000,Adres,"Karel Mestdaghplein 13 / 12, 2610 Wilrijk",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,2,Bouwjaar,1960,EPC,142 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 761,https://www.zimmo.be/nl/wilrijk-2610/te-koop/appartement/KI37A,Days: 191,,,,,,,,,,,,,,
Prijs,€ 195.000,Adres,"IJzerlaan 28A / 02, 2060 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,3,Badkamers,1,Bouwjaar,2017,EPC,77 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 835,Vrij op,bij akte na betaling,Video,Klik hier,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/antwerpen-2060/te-koop/appartement/KI39F,Days: 72,,,,,,
Prijs,€ 229.000,Adres,"Straat niet gekend,",2100 Deurne,Type,Appartement,Woonopp.,91 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,172 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KI34K,Days: 59,,,,,,,,,
Prijs,€ 229.000,Adres,"Straat niet gekend,",2100 Deurne,Type,Appartement,Woonopp.,91 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,172 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KI34L,Days: 120,,,,,,,,,
Prijs,€ 132.000,Adres,"Belgiëlei 66, 2018 Antwerpen",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,1,Bouwjaar,1967,EPC,152 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 808,https://www.zimmo.be/nl/antwerpen-2018/te-koop/appartement/KI34W,Days: 187,,,,,,,,,,,,,,
Prijs,€ 198.000,Adres,"Te Boelaarlei 138 / 1e rechts, 2140 Borgerhout",Type,Appartement,Woonopp.,74 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,178 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KI34H,Days: 157,,,,,,,,,,,,,,
Prijs,€ 205.000,Adres,"Te Boelaarlei 138 / 1e links, 2140 Borgerhout",Type,Appartement,Woonopp.,81 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,212 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/borgerhout-2140/te-koop/appartement/KI34G,Days: 116,,,,,,,,,,,,,,
Prijs,€ 4.058.500,Adres,"Blancefloerlaan 20A, 2050 Antwerpen",Type,Appartementsgebouw (Bedrijfsvastgoed),Woonopp.,1.000 m²,Grondopp.,990 m²,Handelsopp.,op aanvraag »,Bebouwing,halfopen,Bouwjaar,2024,EPC,0 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij oplevering,https://www.zimmo.be/nl/antwerpen-2050/te-koop/bedrijfsvastgoed/KI33I,Days: 51,,,,,,,,,,
Prijs,€ 275.000,Adres,"Turnhoutsebaan 297 / 8, 2100 Deurne",Type,Appartement,Woonopp.,115 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1976,EPC,204 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.103,https://www.zimmo.be/nl/deurne-2100/te-koop/appartement/KI330,Days: 125,,,,,,,,,,
Prijs,€ 425.000,Adres,"Koningin Elisabethlei 2, 2018 Antwerpen",Type,Appartement,Woonopp.,157 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1961,EPC,183 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2018/te-koop/appartement/KI304,Days: 145,,,,,,,,,,,,,,
Prijs,€ 1.850.000,Adres,"Korte Vlierstraat 2 / 401, 2000 Antwerpen",Type,Appartement,Woonopp.,285 m²,Slaapkamers,3,Badkamers,1,Garages,3,Bouwjaar,2018,EPC,94 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI32A,Days: 146,,,,,,,,,,,,
Prijs,€ 355.000,Adres,"Straat niet gekend,",2170 Merksem,Type,Bel-étage (Huis),Woonopp.,182 m²,Grondopp.,176 m²,Slaapkamers,3,Badkamers,2,Garages,1,Tuin,NW,Bebouwing,gesloten,Bouwjaar,1971,EPC,258 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.279,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/merksem-2170/te-koop/huis/IPAIH,Days: 566,
Prijs,€ 290.000,Adres,"Kastanjeboomplein 42, 2170 Merksem",Type,Eengezinswoning (Huis),Woonopp.,111 m²,Grondopp.,185 m²,Slaapkamers,3,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1919,EPC,151 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 391,https://www.zimmo.be/nl/merksem-2170/te-koop/huis/KI2X5,Days: 1140,,,,,,,,
Prijs,€ 395.000,Adres,"Oude Gentweg, 2050 Antwerpen",Type,Project,Woonopp.,vanaf 194 m²,Grondopp.,vanaf 131 m²,Slaapkamers,op aanvraag »,Bouwjaar,2023,EPC,Bekijk info,https://www.zimmo.be/nl/antwerpen-2050/te-koop/nieuwbouwproject/1004AGA,Days: 1401,,,,,,,,,,,,,,,,
Prijs,€ 890.000,Adres,"Gijzelaarsstraat 30, 2000 Antwerpen",Type,Woning (Huis),Woonopp.,226 m²,Grondopp.,op aanvraag »,Slaapkamers,2,Badkamers,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,285 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/antwerpen-2000/te-koop/huis/KI2VP,Days: 225,,,,,,,,,,
Prijs,€ 445.000,Adres,"Gijzelaarsstraat 30 / 201, 2000 Antwerpen",Type,Duplex (Appartement),Woonopp.,116 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,285 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 434,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI2VN,Days: 218,,,,,,,,,,,,
Prijs,€ 630.000,Adres,"Helderstraat 7, 2600 Berchem",Type,Gemengd gebruik (Huis),Woonopp.,"285,37 m²",Grondopp.,op aanvraag »,Slaapkamers,2,Badkamers,2,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,231 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/berchem-2600/te-koop/huis/KI2VO,Days: 129,,,,,,,,,,
Prijs,€ 170.000,Adres,"Victor Govaerslaan 31-33, 2170 Merksem",Type,Appartement,Woonopp.,105 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,221 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,overeen te komen,https://www.zimmo.be/nl/merksem-2170/te-koop/appartement/KI2TG,Days: 275,,,,,,,,,,
Prijs,€ 365.000,Adres,"Europalaan 7, 2610 Wilrijk",Type,Woning (Huis),Woonopp.,160 m²,Grondopp.,"214,95 m²",Slaapkamers,3,Badkamers,1,Bebouwing,gesloten,Bouwjaar,1963,EPC,313 kWh/m²,Renovatieplicht,Niet van toepassing,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/wilrijk-2610/te-koop/huis/KI2VC,Days: 364,,,,,,,,
Prijs,€ 445.000,Adres,"Gijzelaarsstraat 30 / 001, 2000 Antwerpen",Type,Appartement,Woonopp.,110 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,453 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 603,https://www.zimmo.be/nl/antwerpen-2000/te-koop/appartement/KI2VM,Days: 94,,,,,,,,,,,,
